cid,Uniprot ID,label
311,P9WN38,1
311,P0A753,1
311,Q81F54,1
311,Q9LCX9,1
311,O34002,1
311,P33644,1
311,P83787,1
311,Q9GV41,1
311,P11922,1
311,Q2QJL3,1
311,P38516,1
311,P15086,1
311,O33833,1
311,P46849,1
311,Q9HB21,1
311,P21408,1
311,Q9WZ40,1
311,Q9X286,1
311,P07360,1
311,Q9CBQ2,1
311,P44725,1
311,Q9X1F0,1
311,P32427,1
311,P06672,1
311,P07998,1
311,P62312,1
311,Q9BY32,1
311,O75390,1
311,Q9GZU7,1
311,Q96RQ9,1
311,O14964,1
321,P06132,1
323,P11509,1
338,P23219,1
338,P35354,1
338,Q04828,1
340,P47228,1
342,P01308,1
378,P24666,1
378,Q9BVJ7,1
379,P0A953,1
379,P0ADA1,1
379,Q07869,1
385,P56220,1
397,P84887,1
397,P84888,1
444,Q01959,1
444,P23975,1
444,P32297,1
444,P46098,1
460,P02768,1
473,Q75WK2,1
487,Q8GBW6,1
490,O31156,1
529,P30613,1
529,P14618,1
529,Q07412,1
529,O35000,1
529,P00512,1
529,P00943,1
529,P50921,1
529,P0A733,1
529,P0AB91,1
529,P60174,1
529,P09104,1
529,Q7ADF8,1
529,P13929,1
535,Q00740,1
545,P08692,1
545,P08690,1
546,P00634,1
547,Q44048,1
547,Q45135,1
547,P06875,1
547,P00436,1
547,P00437,1
564,P00747,1
564,P00750,1
572,P45568,1
586,P06732,1
586,P12532,1
586,P12277,1
586,P17540,1
586,P48029,1
586,Q14353,1
612,P09546,1
612,Q9RW27,1
647,P14324,1
647,Q13907,1
647,P62623,1
655,Q93LD7,1
668,P04075,1
668,P0AB87,1
668,P60174,1
668,P05062,1
670,P45510,1
673,P40859,1
675,Q05603,1
681,P14416,1
681,P21728,1
681,P21918,1
681,P35462,1
681,P21917,1
681,Q01959,1
681,P09172,1
681,P08908,1
681,P34969,1
681,P21728,1
681,P21918,1
681,P23975,1
681,P31645,1
681,P46098,1
681,O95264,1
681,P00441,1
681,Q05940,1
700,Q9RP17,1
700,P12429,1
702,P23415,1
702,Q8TCU5,1
702,P23416,1
702,P14867,1
702,Q02641,1
702,P46098,1
702,P47869,1
702,Q9GZZ6,1
702,Q13936,1
702,P31644,1
702,P48169,1
702,P34903,1
702,P42261,1
702,Q06432,1
702,Q15822,1
702,Q16445,1
702,P42262,1
702,P48058,1
702,P42263,1
702,P43681,1
702,P17787,1
702,P48549,1
702,P48051,1
702,P19320,1
702,Q99808,1
702,P48544,1
702,P36544,1
702,Q9UGM1,1
702,P18505,1
702,P28472,1
702,P47870,1
702,Q13698,1
702,Q01668,1
702,P30926,1
702,P32297,1
702,P30532,1
702,Q15825,1
702,Q05901,1
702,Q8N1C3,1
702,Q99928,1
702,P78334,1
702,O00591,1
702,Q9UN88,1
702,O14764,1
702,Q14542,1
702,A5X5Y0,1
702,O95264,1
702,Q70Z44,1
702,Q8WXA8,1
702,Q9Y698,1
702,Q92806,1
702,P32004,1
712,P15555,1
727,P18505,1
727,P23415,1
727,P23416,1
727,O75311,1
727,P48167,1
727,P28472,1
727,P24046,1
727,P06401,1
727,P03372,1
727,O75469,1
743,P00509,1
743,P0AB80,1
743,P69908,1
750,P48167,1
750,Q9BYV1,1
750,P48637,1
750,P34897,1
750,P21549,1
750,P34896,1
750,P50440,1
750,Q14749,1
750,P13196,1
750,O75311,1
750,P23415,1
750,Q14957,1
750,O75600,1
750,O60391,1
750,Q7Z2H8,1
750,P23378,1
750,P23416,1
750,Q12879,1
750,P22557,1
750,P48067,1
750,P41250,1
750,Q53ET4,1
750,P23434,1
750,Q14032,1
750,Q14330,1
750,Q6IB77,1
750,Q8WU03,1
750,Q969I3,1
750,Q9H598,1
750,Q9P0Z9,1
750,Q9Y345,1
753,Q03181,1
753,O60760,1
753,P09211,1
753,P37700,1
753,Q9NZK7,1
753,Q9NPH2,1
753,P13632,1
753,P00325,1
753,P09466,1
753,P17050,1
753,Q52369,1
753,Q93PP9,1
753,P37173,1
753,P0A6E4,1
753,Q8GR70,1
753,P84077,1
753,P52477,1
753,O43252,1
753,P06988,1
753,P23367,1
753,P0AER0,1
753,P69924,1
753,P17802,1
753,O14717,1
757,P11413,1
757,O31616,1
760,P37330,1
760,P9WGY3,1
760,P9WK17,1
760,P9WKK7,1
763,Q14353,1
774,P35367,1
774,P25021,1
774,Q9Y5N1,1
774,Q9H3N8,1
774,Q05940,1
777,P55882,1
777,P25052,1
780,P06875,1
785,P14679,1
790,P00491,1
795,P35228,1
795,P99999,1
795,Q05603,1
795,P11309,1
795,P40859,1
795,P31677,1
795,Q46822,1
795,P74645,1
795,P23222,1
795,P09960,1
795,P06988,1
795,P0A6B1,1
795,P0ADA1,1
795,Q9NQX3,1
795,P17802,1
795,P26514,1
795,P04252,1
795,P31491,1
795,O34598,1
795,Q816R0,1
795,Q9ZNA2,1
795,Q14565,1
795,P02144,1
795,P54819,1
795,Q12965,1
798,Q05603,1
802,Q9NZK7,1
802,P63208,1
802,Q16773,1
807,P03915,1
867,P12931,1
867,P0A793,1
867,O07015,1
867,Q8ZPC0,1
867,Q9ZIV5,1
867,Q9FCA6,1
867,P09012,1
880,P04054,1
888,P05023,1
892,P04062,1
892,P14262,1
892,O14735,1
892,P34024,1
896,P48039,1
896,P49286,1
896,P03372,1
896,Q92753,1
896,P0DP23,1
896,P05164,1
896,P11678,1
896,P27797,1
896,P46597,1
896,P16083,1
903,P35270,1
936,P00338,1
936,Q10588,1
936,P09874,1
936,P11439,1
936,Q9NXA8,1
938,P49019,1
938,Q8TDS4,1
938,Q15274,1
938,P40261,1
955,Q44244,1
955,P29208,1
955,Q47Q21,1
964,Q07412,1
964,P0A6L6,1
967,Q02127,1
967,P05020,1
967,P0A7E1,1
967,P08870,1
967,Q53ZE5,1
971,P12931,1
974,P07195,1
974,P00338,1
974,P16115,1
974,Q27743,1
974,P09373,1
974,P30901,1
977,P00395,1
977,Q9Y5S8,1
977,P69905,1
977,P68871,1
978,P00438,1
978,P20586,1
979,P00734,1
979,P14174,1
979,O67636,1
980,P50225,1
980,P19961,1
983,P51003,1
984,P08100,1
984,P07108,1
985,O76054,1
985,P08100,1
985,P10632,1
985,Q14541,1
985,P83812,1
985,O43617,1
985,Q9X1H9,1
985,P09466,1
985,P02689,1
985,P50897,1
985,P00709,1
985,Q07869,1
988,P0A6I3,1
996,Q05603,1
996,P43133,1
996,P02768,1
997,Q59771,1
997,Q9UJM8,1
997,P51852,1
997,Q7NSZ5,1
997,P39639,1
997,A1A2B5,1
998,P46883,1
1001,P46883,1
1001,P07477,1
1001,P07478,1
1003,Q7Z4W1,1
1003,P0AG82,1
1005,P35558,1
1005,O66496,1
1005,P0A716,1
1005,Q9WYH8,1
1005,P0AB91,1
1005,Q57265,1
1005,P13929,1
1014,P02741,1
1014,P0A076,1
1014,Q96BH3,1
1015,P05771,1
1017,P9WJJ7,1
1017,P03372,1
1017,P06401,1
1017,Q92731,1
1017,Q07869,1
1017,Q03181,1
1017,P37231,1
1017,P19793,1
1017,P28702,1
1017,P48443,1
1021,P13716,1
1023,P9WKE1,1
1023,P06971,1
1023,P18843,1
1023,Q46822,1
1023,P22939,1
1023,Q83P33,1
1024,P13650,1
1024,Q46444,1
1024,Q8GR64,1
1024,P27505,1
1024,Q9Z4J7,1
1028,P19080,1
1030,P00488,1
1030,Q05581,1
1030,P0A9S1,1
1030,Q8GEZ8,1
1031,P61626,1
1032,P10724,1
1032,O31158,1
1032,Q9NQX3,1
1032,P96965,1
1045,P17707,1
1045,P11926,1
1045,P31133,1
1045,P08588,1
1045,P07550,1
1048,P00326,1
1048,P03372,1
1048,Q92731,1
1050,O00764,1
1051,Q9BYV1,1
1051,Q99259,1
1051,P35520,1
1051,Q16719,1
1051,P34896,1
1051,Q9Y697,1
1051,P17174,1
1051,P04181,1
1051,P11926,1
1051,Q8N5Z0,1
1051,P80404,1
1051,Q9NVS9,1
1051,O95470,1
1051,P17735,1
1051,Q16773,1
1051,Q8IYQ7,1
1051,P06737,1
1051,O15270,1
1051,Q9Y600,1
1051,P19113,1
1051,Q96A70,1
1051,P20132,1
1051,O75600,1
1051,P23378,1
1051,P24298,1
1051,Q9Y617,1
1051,P13196,1
1051,P21549,1
1051,Q96GD0,1
1051,O15269,1
1051,P32929,1
1051,P54687,1
1051,O15382,1
1051,O94903,1
1051,O95954,1
1051,P00505,1
1051,P11216,1
1051,P11217,1
1051,P20711,1
1051,Q2TU84,1
1051,Q53ET4,1
1051,Q59FK2,1
1051,Q59GM9,1
1051,Q59HE2,1
1051,Q5JAM2,1
1051,Q5VZ30,1
1051,Q6IBS8,1
1051,Q6P996,1
1051,Q6YP21,1
1051,Q6ZQY3,1
1051,Q96I15,1
1051,Q6WRI0,1
1051,Q8IUZ5,1
1051,Q8IVA8,1
1051,P34897,1
1051,P22557,1
1051,Q8TD30,1
1051,Q96EN8,1
1051,Q96GA7,1
1051,Q9BXA1,1
1051,Q9GZT4,1
1051,Q9HD40,1
1051,Q9NUV7,1
1051,Q9UGI5,1
1051,Q9UJX1,1
1053,Q16773,1
1053,O15382,1
1053,P10724,1
1053,P06986,1
1053,Q56232,1
1053,Q9X0D0,1
1053,P19938,1
1053,P22256,1
1053,Q8ZNF3,1
1053,P24630,1
1054,O00764,1
1055,P11926,1
1055,P0A794,1
1060,P30613,1
1060,P14618,1
1060,P11177,1
1060,Q9BYV1,1
1060,O15403,1
1060,P36021,1
1060,O15374,1
1060,P80404,1
1060,O95907,1
1060,O15375,1
1060,O60669,1
1060,O15427,1
1060,P53985,1
1060,P11498,1
1066,P9WJJ7,1
1066,P30012,1
1082,P02749,1
1102,P23181,1
1102,P0AFK9,1
1102,P08588,1
1102,P07550,1
1103,P52788,1
1103,Q9NWM0,1
1103,P11926,1
1103,P41180,1
1103,P08588,1
1103,P07550,1
1110,Q9BZW2,1
1110,P13674,1
1110,Q02809,1
1110,P51649,1
1110,P31040,1
1110,Q96I99,1
1110,Q13183,1
1110,Q12797,1
1110,Q8WWT9,1
1110,O14756,1
1110,O60568,1
1110,O75936,1
1110,Q32P28,1
1110,Q8IVL5,1
1110,Q8IVL6,1
1110,Q9NVH6,1
1110,O14521,1
1110,O15460,1
1110,P21912,1
1110,P53597,1
1110,P55809,1
1110,Q99643,1
1110,Q9BXA5,1
1110,Q9BYC2,1
1110,Q9P2R7,1
1110,Q9UBX3,1
1123,P37610,1
1123,P54965,1
1123,P23415,1
1123,Q13224,1
1123,P23416,1
1123,O75311,1
1123,P14867,1
1123,P47869,1
1123,P34903,1
1123,P48169,1
1123,P31644,1
1123,Q16445,1
1123,P18505,1
1123,P47870,1
1123,P28472,1
1123,O14764,1
1123,P78334,1
1123,Q8N1C3,1
1123,P18507,1
1123,Q99928,1
1123,O00591,1
1123,Q9UN88,1
1123,Q9UBS5,1
1130,Q9H3S4,1
1130,O60779,1
1135,P61497,1
1135,P07650,1
1136,P39593,1
1137,P39594,1
1150,P84887,1
1150,P84888,1
1174,Q12882,1
1174,Q8X444,1
1174,P0AA43,1
1174,Q5SKC5,1
1174,P77836,1
1174,Q9NWZ5,1
1175,P06737,1
1176,P05089,1
1176,P00918,1
1176,P35222,1
1176,Q8XB74,1
1176,P0ABQ4,1
1188,P45563,1
1188,P0A9M5,1
1195,P14324,1
1195,P60472,1
1195,O95749,1
1195,A0R559,1
1195,P9WFF7,1
1195,P62623,1
1282,P07477,1
1282,P00734,1
1290,P05364,1
1318,P02941,1
1318,P52700,1
1331,P29474,1
1337,P29474,1
1355,P28335,1
1369,P33038,1
1369,P31151,1
1372,P14555,1
1387,P00918,1
1396,P35354,1
1400,P08631,1
1400,P07949,1
1433,P29474,1
1433,P35228,1
1433,P29475,1
1475,P00811,1
1478,P11217,1
1491,P00438,1
1491,P20586,1
1493,P71278,1
1507,P07477,1
1511,P09874,1
1514,P00918,1
1521,P18031,1
1530,P03372,1
1530,Q15596,1
1540,P20248,1
1540,P24941,1
1543,Q02127,1
1561,P00363,1
1561,P0AC47,1
1561,P0A8Q0,1
1561,P0A8Q3,1
1561,P0AAJ3,1
1561,P0AEK7,1
1561,Q72EF4,1
1561,Q72EF3,1
1567,Q9NVS9,1
1567,P01009,1
1567,Q04760,1
1567,Q07982,1
1567,P0AFI7,1
1567,O25323,1
1567,P09382,1
1567,Q96GD3,1
1584,P32890,1
1604,P00918,1
1609,P00746,1
1613,O60218,1
1613,P15121,1
1615,P31645,1
1615,Q05940,1
1615,Q01959,1
1615,P28223,1
1615,P41595,1
1615,P28335,1
1615,P23975,1
1616,P28720,1
1628,P18031,1
1633,P21802,1
1633,P11362,1
1649,P35228,1
1649,P29475,1
1649,P29474,1
1662,P04035,1
1667,P15559,1
1676,P29275,1
1676,Q07343,1
1676,P27815,1
1676,P30542,1
1676,P29274,1
1676,P0DMS8,1
1677,P00811,1
1682,P60174,1
1694,P68400,1
1698,P0ACB2,1
1698,P13716,1
1698,Q59334,1
1700,P00918,1
1701,P04406,1
1701,P21281,1
1707,P24941,1
1712,P20248,1
1712,P24941,1
1714,Q16539,1
1715,P08758,1
1720,P09874,1
1722,P39594,1
1723,P22303,1
1727,Q09470,1
1727,P16389,1
1727,P22001,1
1727,P22459,1
1727,P22460,1
1727,P17658,1
1727,Q96RP8,1
1727,Q16322,1
1727,Q14721,1
1727,Q92953,1
1727,P48547,1
1727,Q96PR1,1
1727,Q14003,1
1727,Q9NSA2,1
1727,Q9NZV8,1
1727,Q9UK17,1
1746,P00734,1
1746,P07477,1
1746,P00749,1
1755,P0ACB2,1
1755,P13716,1
1757,P18031,1
1758,P00918,1
1759,P00918,1
1775,Q14524,1
1775,P35498,1
1775,O75469,1
1775,Q07699,1
1775,Q9NY46,1
1775,Q12809,1
1775,Q13936,1
1775,Q01668,1
1775,O60840,1
1775,Q13698,1
1775,Q02641,1
1775,Q08289,1
1775,P54284,1
1775,O00305,1
1775,O00555,1
1775,Q99250,1
1775,Q9UQD0,1
1775,P14867,1
1775,P47869,1
1775,P34903,1
1775,P48169,1
1775,P31644,1
1775,Q16445,1
1775,P18505,1
1775,P47870,1
1775,P28472,1
1775,O14764,1
1775,P78334,1
1775,Q8N1C3,1
1775,P18507,1
1775,Q99928,1
1775,O00591,1
1775,Q9UN88,1
1779,Q05586,1
1792,P00734,1
1792,P08709,1
1800,P07477,1
1808,P52961,1
1819,P00929,1
1819,P0A2K1,1
1829,P18031,1
1836,P08254,1
1854,P18031,1
1881,Q86XF0,1
1893,P35228,1
1893,P29474,1
1894,P29474,1
1933,P06276,1
1935,P22303,1
1935,P06276,1
1935,P23141,1
1941,Q9NZK7,1
1944,P15121,1
1948,P08254,1
1949,P48449,1
1950,P62594,1
1950,P62593,1
1950,P00807,1
1952,P40859,1
1954,P40859,1
1978,P08588,1
1978,P07550,1
1981,P23219,1
1981,P35354,1
1983,P23219,1
1983,P35354,1
1983,Q15185,1
1983,Q8NER1,1
1986,P00915,1
1986,P00918,1
1986,P22748,1
1986,O43570,1
1986,Q9ULX7,1
1986,P07451,1
1986,P43166,1
1986,P29972,1
1989,P48048,1
1990,P18314,1
1990,P39900,1
1993,P20309,1
2014,P07477,1
2082,Q71U36,1
2082,F1L7U3,1
2082,P68371,1
2082,P83223,1
2083,P07550,1
2083,P08588,1
2083,P13945,1
2084,P23219,1
2088,P14324,1
2088,P29074,1
2088,Q13332,1
2088,P23469,1
2088,P38606,1
2092,P35348,1
2092,P35368,1
2092,P25100,1
2092,Q12809,1
2099,P46098,1
2118,P30536,1
2118,Q16445,1
2118,P14867,1
2118,P14867,1
2118,P47869,1
2118,P34903,1
2118,P48169,1
2118,P31644,1
2118,Q16445,1
2118,P18505,1
2118,P47870,1
2118,P28472,1
2118,O14764,1
2118,P78334,1
2118,Q8N1C3,1
2118,P18507,1
2118,Q99928,1
2118,O00591,1
2118,Q9UN88,1
2118,P34903,1
2118,P48169,1
2118,P31644,1
2118,P47869,1
2119,P08588,1
2119,P07550,1
2119,P08908,1
2119,P13945,1
2120,P15121,1
2130,Q8TCU5,1
2130,P14416,1
2130,P36544,1
2130,P43681,1
2130,P32297,1
2131,P22303,1
2138,P20231,1
2141,P22413,1
2141,P10696,1
2144,P00918,1
2145,P11511,1
2145,P05108,1
2146,P35228,1
2146,P15121,1
2146,P35625,1
2153,P30542,1
2153,P29274,1
2153,P29275,1
2153,Q07343,1
2153,O76074,1
2153,P27815,1
2153,Q14432,1
2153,Q92769,1
2153,Q99829,1
2153,Q8TCT9,1
2153,Q15155,1
2153,P09874,1
2153,Q7Z5B4,1
2153,Q9Y4R7,1
2157,Q12809,1
2157,P08588,1
2157,O95180,1
2157,Q9NY47,1
2157,P10827,1
2157,P10828,1
2157,P37231,1
2159,P35462,1
2159,P14416,1
2159,P34969,1
2159,P28223,1
2160,P23975,1
2160,P31645,1
2160,P28223,1
2160,P08908,1
2160,P41143,1
2160,P41145,1
2160,P04629,1
2160,Q16620,1
2160,P35348,1
2160,P25100,1
2160,P08913,1
2160,P35367,1
2160,O43526,1
2160,Q09470,1
2160,P25021,1
2160,Q9H3N8,1
2160,Q99720,1
2160,P28335,1
2160,P35368,1
2160,P34969,1
2160,P28221,1
2160,P35372,1
2160,P28222,1
2160,P50406,1
2160,O43525,1
2160,P08909,1
2160,P11229,1
2160,P08172,1
2160,P20309,1
2160,P08173,1
2160,P08912,1
2160,Q12809,1
2160,Q9H252,1
2160,Q9NS40,1
2161,P80511,1
2161,Q99584,1
2161,P08700,1
2161,P05230,1
2162,Q13936,1
2162,Q02641,1
2162,Q00975,1
2162,Q8IZS8,1
2162,P00915,1
2162,P17405,1
2162,Q9P0X4,1
2162,A0A024R8I1,1
2162,Q00975,1
2164,P14867,1
2164,P47869,1
2164,P34903,1
2164,P48169,1
2164,P31644,1
2164,Q16445,1
2164,P43681,1
2164,P36544,1
2164,P42262,1
2164,Q13002,1
2165,P50135,1
2170,P23975,1
2170,P31645,1
2170,P14416,1
2170,P21728,1
2170,P08913,1
2170,P35348,1
2170,P11229,1
2170,P14867,1
2170,P28223,1
2170,P28335,1
2170,P50406,1
2170,P34969,1
2170,P35462,1
2170,P21917,1
2170,P35367,1
2170,P35348,1
2170,P35368,1
2170,P25100,1
2170,P11229,1
2170,P08172,1
2170,P20309,1
2170,P08173,1
2170,P08912,1
2170,P41595,1
2170,P46098,1
2170,P08908,1
2170,P28222,1
2170,P08913,1
2170,P18089,1
2170,P18825,1
2170,Q9H3N8,1
2170,P14867,1
2170,P47869,1
2170,P34903,1
2170,P48169,1
2170,P31644,1
2170,Q16445,1
2170,P18505,1
2170,P47870,1
2170,P28472,1
2170,O14764,1
2170,P78334,1
2170,Q8N1C3,1
2170,P18507,1
2170,Q99928,1
2170,O00591,1
2170,Q9UN88,1
2170,Q01959,1
2179,P11388,1
2179,Q12809,1
2179,P02763,1
2179,P02768,1
2187,P11511,1
2196,P28223,1
2196,P14416,1
2196,P42262,1
2196,P42263,1
2197,P38435,1
2200,P35367,1
2202,P35908,1
2202,Q9UQF2,1
2202,Q99456,1
2206,P35354,1
2206,P23219,1
2216,P08913,1
2216,P35348,1
2216,P18089,1
2218,Q14524,1
2218,P0DP23,1
2225,Q13936,1
2225,Q01668,1
2225,O60840,1
2225,Q13698,1
2225,P35348,1
2225,P35368,1
2225,P25100,1
2225,P08913,1
2225,P18089,1
2225,P18825,1
2230,P11229,1
2230,P20309,1
2239,P08588,1
2239,P07550,1
2239,P35348,1
2239,P35368,1
2239,P25100,1
2244,P23219,1
2244,P35354,1
2244,Q04828,1
2244,Q13131,1
2244,P54646,1
2244,Q9Y478,1
2244,O43741,1
2244,P54619,1
2244,Q9UGJ0,1
2244,Q9UGI9,1
2244,P25101,1
2244,P04637,1
2244,P11021,1
2244,P51812,1
2244,P25963,1
2244,P98066,1
2244,P29466,1
2244,P42574,1
2244,O14920,1
2244,P28482,1
2244,Q8TD08,1
2244,P27361,1
2244,P31152,1
2244,Q16659,1
2244,Q13164,1
2244,P24385,1
2244,P01106,1
2244,P12004,1
2247,P35367,1
2247,Q12809,1
2247,O95259,1
2247,P10636,1
2249,P08588,1
2249,P07550,1
2256,P07173,1
2256,P06008,1
2256,P06009,1
2256,P06010,1
2265,P00492,1
2265,P63000,1
2266,P66010,1
2266,P51857,1
2266,P31213,1
2266,P14679,1
2266,P00582,1
2267,P35367,1
2267,P25021,1
2267,P04054,1
2267,Q16873,1
2281,P07477,1
2284,Q9UBS5,1
2284,O75899,1
2294,P14867,1
2294,P47869,1
2294,P34903,1
2294,P48169,1
2294,P31644,1
2294,Q16445,1
2294,P43681,1
2294,P36544,1
2294,P42262,1
2294,Q13002,1
2309,P08588,1
2309,P07550,1
2315,P55017,1
2315,Q12791,1
2315,P00915,1
2315,P00918,1
2315,P22748,1
2327,P20711,1
2333,P11712,1
2333,P33261,1
2334,P15259,1
2337,Q9Y5Y9,1
2342,P35367,1
2342,P08173,1
2342,P11229,1
2342,P08912,1
2342,P08172,1
2342,P20309,1
2343,P55017,1
2343,P00915,1
2343,P00918,1
2343,P22748,1
2343,Q16790,1
2343,O43570,1
2350,P35367,1
2351,O00555,1
2351,O95180,1
2351,Q9NY47,1
2351,P05023,1
2351,P51787,1
2351,P63316,1
2351,P0DP23,1
2351,Q01064,1
2351,P54750,1
2351,Q12809,1
2353,P0A0N5,1
2353,O15392,1
2354,P30044,1
2354,P0A0N4,1
2354,P07477,1
2354,P19801,1
2359,P00811,1
2361,P03372,1
2361,P11474,1
2361,P10589,1
2361,P35869,1
2361,Q16678,1
2366,P35367,1
2366,Q9Y5N1,1
2368,P08913,1
2368,P18089,1
2368,P18825,1
2368,P48048,1
2368,P08588,1
2368,P07550,1
2368,P13945,1
2369,P08588,1
2369,P07550,1
2370,P08172,1
2370,P11229,1
2370,P20309,1
2370,P08173,1
2372,P08588,1
2372,P07550,1
2372,P35348,1
2374,O14983,1
2375,P10275,1
2378,P10613,1
2378,P20813,1
2381,P11229,1
2381,Q15822,1
2396,P11309,1
2396,O15530,1
2396,P41743,1
2398,O15530,1
2403,O15530,1
2403,Q09013,1
2405,P08588,1
2405,P07550,1
2429,P9WNX1,1
2431,P05023,1
2435,P08913,1
2435,P18825,1
2435,P18089,1
2441,P14867,1
2441,P47869,1
2441,P34903,1
2441,P48169,1
2441,P31644,1
2441,Q16445,1
2441,P18505,1
2441,P47870,1
2441,P28472,1
2441,Q8N1C3,1
2441,P18507,1
2441,Q99928,1
2441,O14764,1
2441,P78334,1
2441,O00591,1
2441,P24046,1
2441,P28476,1
2441,A8MPY1,1
2441,Q9UN88,1
2444,P35367,1
2446,P14416,1
2449,P21731,1
2466,P23219,1
2466,P35354,1
2466,Q9UBN7,1
2466,Q969S8,1
2471,Q13621,1
2471,P55011,1
2471,Q9UP95,1
2471,Q9H2X9,1
2471,P13569,1
2474,Q9Y5Y9,1
2474,P34995,1
2475,P08588,1
2475,P07550,1
2475,P13945,1
2477,P08908,1
2477,P14416,1
2477,P35462,1
2477,P21917,1
2477,P35348,1
2477,P35368,1
2477,P25100,1
2479,P14867,1
2479,P47869,1
2479,P34903,1
2479,P48169,1
2479,P31644,1
2479,Q16445,1
2479,P18505,1
2479,P47870,1
2479,P28472,1
2479,O14764,1
2479,P78334,1
2479,Q8N1C3,1
2479,P18507,1
2479,Q99928,1
2479,O00591,1
2479,Q9UN88,1
2479,P43681,1
2479,P36544,1
2479,P42262,1
2479,Q13002,1
2481,P14867,1
2481,P47869,1
2481,P34903,1
2481,P48169,1
2481,P31644,1
2481,Q16445,1
2481,P43681,1
2481,P36544,1
2481,P42262,1
2481,Q13002,1
2481,P14867,1
2481,P47869,1
2481,P34903,1
2481,P48169,1
2481,P31644,1
2481,Q16445,1
2481,P18505,1
2481,P47870,1
2481,P28472,1
2481,O14764,1
2481,P78334,1
2481,Q8N1C3,1
2481,P18507,1
2481,Q99928,1
2481,O00591,1
2481,Q9UN88,1
2482,Q06432,1
2482,Q9Y698,1
2482,O60359,1
2482,Q9UBN1,1
2482,Q9UF02,1
2482,Q9BXT2,1
2482,P62955,1
2482,Q8WXS5,1
2482,P54289,1
2482,Q9NY47,1
2482,Q8IZS8,1
2482,Q7Z3S7,1
2482,Q13936,1
2482,Q01668,1
2482,O60840,1
2482,Q13698,1
2482,Q02641,1
2482,Q08289,1
2482,P54284,1
2482,O00305,1
2482,Q00975,1
2482,O00555,1
2482,Q15878,1
2482,O43497,1
2482,O95180,1
2482,Q9P0X4,1
2482,P48048,1
2482,P78508,1
